date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:13:41	2331/2331	---MCZ	200	added ('OK')	text/html	etag:W/%22665f929e-91b%22	https://estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q%2FyiYjtfsy2lAAaMLHV+00LEBb26NchA%3D/U2FsdGVkX1+7naNeDJ0sZX20gOZae5jZXT6fafGIqqQ%3D	C:/My%20Web%20Sites/ant09_06/estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q/yiYjtfsy2lAAaMLHV+00LEBb26NchA=/U2FsdGVkX1+7naNeDJ0sZX20gOZae5jZXT6fafGIqqQ=.html	(from )
20:13:41	132/132	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Jun%202024%2000:13:41%20GMT	https://estadodigital.mingobierno.gob.bo/robots.txt		(from )
20:13:42	2331/2331	---MCZ	200	added ('OK')	text/html	etag:W/%22665f929e-91b%22	https://estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q%2FyiYjtfsy2lAAaMLHV+00LEBb26NchA%3D/favicon.ico	C:/My%20Web%20Sites/ant09_06/estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q/yiYjtfsy2lAAaMLHV+00LEBb26NchA=/favicon.html	(from https://estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q%2FyiYjtfsy2lAAaMLHV+00LEBb26NchA%3D/U2FsdGVkX1+7naNeDJ0sZX20gOZae5jZXT6fafGIqqQ%3D)
20:13:42	2331/2331	---MCZ	200	added ('OK')	text/html	etag:W/%22665f929e-91b%22	https://estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q%2FyiYjtfsy2lAAaMLHV+00LEBb26NchA%3D/apple-touch-icon.png	C:/My%20Web%20Sites/ant09_06/estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q/yiYjtfsy2lAAaMLHV+00LEBb26NchA=/apple-touch-icon.html	(from https://estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q%2FyiYjtfsy2lAAaMLHV+00LEBb26NchA%3D/U2FsdGVkX1+7naNeDJ0sZX20gOZae5jZXT6fafGIqqQ%3D)
20:13:42	15793/15793	---M-Z	200	added ('OK')	text/css	etag:%225ee8d6b2-3db1%22	https://cdnjs.cloudflare.com/ajax/libs/Swiper/5.4.5/css/swiper.css	C:/My%20Web%20Sites/ant09_06/cdnjs.cloudflare.com/ajax/libs/Swiper/5.4.5/css/swiper.css	(from https://estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q%2FyiYjtfsy2lAAaMLHV+00LEBb26NchA%3D/U2FsdGVkX1+7naNeDJ0sZX20gOZae5jZXT6fafGIqqQ%3D)
20:13:43	271751/271751	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-42587%22	https://code.jquery.com/jquery-3.3.1.js	C:/My%20Web%20Sites/ant09_06/code.jquery.com/jquery-3.3.1.js	(from https://estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q%2FyiYjtfsy2lAAaMLHV+00LEBb26NchA%3D/U2FsdGVkX1+7naNeDJ0sZX20gOZae5jZXT6fafGIqqQ%3D)
20:13:43	67751/67751	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fcb-108a7%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.6-rc.0/js/select2.min.js	C:/My%20Web%20Sites/ant09_06/cdnjs.cloudflare.com/ajax/libs/select2/4.0.6-rc.0/js/select2.min.js	(from https://estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q%2FyiYjtfsy2lAAaMLHV+00LEBb26NchA%3D/U2FsdGVkX1+7naNeDJ0sZX20gOZae5jZXT6fafGIqqQ%3D)
20:13:44	76009/76009	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec3-128e9%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.inputmask/3.3.4/jquery.inputmask.bundle.min.js	C:/My%20Web%20Sites/ant09_06/cdnjs.cloudflare.com/ajax/libs/jquery.inputmask/3.3.4/jquery.inputmask.bundle.min.js	(from https://estadodigital.mingobierno.gob.bo/cudap/certificado/valid/U2FsdGVkX18Q%2FyiYjtfsy2lAAaMLHV+00LEBb26NchA%3D/U2FsdGVkX1+7naNeDJ0sZX20gOZae5jZXT6fafGIqqQ%3D)
